NO.,Čas,Interval,Vnitřní teplota(°C),Vnitřní vlhkost(%),Venkovní teplota(°C),Venkovní vlhkost(%),Relativní tlak vzduchu(mmHg),Absolutní tlak vzduchu(mmHg),Rychlost větru(m/s),Nárazy větru(m/s),Směr větru,Rosný bod(°C),WindChill(°C),Hodinový úhrn srážek(mm),Denní úhrn srážek(mm),Týdenní úhrn srážek(mm),Měsíční úhrn srážek(mm),Celkový úhrn srážek(mm)
1342,27.03.2021 13:57:35,14,19.8,44,16.9,28,1019.6,962.9,0.0,0.0,---,-1.7,16.9,0.00,0.00,4.80,12.30,12.30
1343,27.03.2021 14:11:35,14,19.8,44,17.4,29,1019.7,963.0,0.0,0.0,---,-0.8,17.4,0.00,0.00,4.80,12.30,12.30
1344,27.03.2021 14:25:35,14,19.8,44,17.6,26,1019.9,963.2,0.0,0.0,---,-2.1,17.6,0.00,0.00,4.80,12.30,12.30
1345,27.03.2021 14:39:35,14,19.8,44,17.7,27,1019.9,963.2,0.0,0.0,---,-1.5,17.7,0.00,0.00,4.80,12.30,12.30
1346,27.03.2021 14:53:35,14,19.8,44,17.4,25,1020.0,963.3,0.0,0.0,---,-2.8,17.4,0.00,0.00,4.80,12.30,12.30
1347,27.03.2021 15:07:35,14,19.8,44,17.4,26,1019.9,963.2,0.0,0.0,---,-2.3,17.4,0.00,0.00,4.80,12.30,12.30
1348,27.03.2021 15:21:35,14,19.8,44,17.5,27,1020.1,963.4,0.0,0.0,---,-1.7,17.5,0.00,0.00,4.80,12.30,12.30
1349,27.03.2021 15:35:35,14,19.8,44,16.8,28,1020.2,963.5,0.0,0.0,---,-1.8,16.8,0.00,0.00,4.80,12.30,12.30
1350,27.03.2021 15:49:35,14,19.8,44,16.3,28,1020.3,963.6,0.0,0.0,---,-2.2,16.3,0.00,0.00,4.80,12.30,12.30
1351,27.03.2021 16:03:35,14,19.8,44,15.6,31,1020.5,963.8,0.0,0.0,---,-1.5,15.6,0.00,0.00,4.80,12.30,12.30
1352,27.03.2021 16:17:35,14,19.8,44,14.8,34,1020.7,964.0,0.0,0.0,---,-0.9,14.8,0.00,0.00,4.80,12.30,12.30
1353,27.03.2021 16:31:35,14,19.8,44,13.2,44,1021.3,964.6,0.0,0.0,---,1.2,13.2,0.00,0.00,4.80,12.30,12.30
1354,27.03.2021 16:45:35,14,19.8,44,11.8,54,1021.7,965.0,0.0,0.0,---,2.8,11.8,0.00,0.00,4.80,12.30,12.30
1355,27.03.2021 16:59:35,14,19.7,44,11.3,57,1022.1,965.4,0.0,0.0,---,3.1,11.3,0.00,0.00,4.80,12.30,12.30
1356,27.03.2021 17:13:35,14,19.7,44,10.7,58,1022.4,965.7,0.0,0.0,---,2.8,10.7,0.00,0.00,4.80,12.30,12.30
1357,27.03.2021 17:27:35,14,19.7,44,10.3,61,1022.5,965.8,0.0,0.0,---,3.1,10.3,0.00,0.00,4.80,12.30,12.30
1358,27.03.2021 17:41:35,14,19.7,45,9.7,64,1023.1,966.4,0.0,0.0,---,3.2,9.7,0.00,0.00,4.80,12.30,12.30
1359,27.03.2021 17:55:35,14,19.7,45,9.1,65,1023.2,966.5,0.0,0.0,---,2.9,9.1,0.00,0.00,4.80,12.30,12.30
1360,27.03.2021 18:09:35,14,19.7,46,8.7,66,1022.9,966.2,0.0,0.0,---,2.7,8.7,0.00,0.00,4.80,12.30,12.30
1361,27.03.2021 18:23:35,14,19.7,46,8.7,67,1022.7,966.0,0.0,0.0,---,2.9,8.7,0.00,0.00,4.80,12.30,12.30
1362,27.03.2021 18:37:35,14,19.7,46,8.2,70,1022.7,966.0,0.0,0.0,---,3.1,8.2,0.00,0.00,4.80,12.30,12.30
1363,27.03.2021 18:51:35,14,19.7,46,8.1,71,1022.8,966.1,0.0,0.0,---,3.2,8.1,0.00,0.00,4.80,12.30,12.30
1364,27.03.2021 19:05:35,14,19.8,47,8.0,72,1022.9,966.2,0.0,0.0,---,3.3,8.0,0.00,0.00,4.80,12.30,12.30
1365,27.03.2021 19:19:35,14,19.8,47,7.9,73,1023.0,966.3,0.0,0.0,---,3.4,7.9,0.00,0.00,4.80,12.30,12.30
1366,27.03.2021 19:33:35,14,19.9,47,7.7,74,1023.2,966.5,0.0,0.0,---,3.4,7.7,0.00,0.00,4.80,12.30,12.30
1367,27.03.2021 19:47:35,14,20.0,47,7.5,75,1023.3,966.6,0.0,0.0,---,3.4,7.5,0.00,0.00,4.80,12.30,12.30
1368,27.03.2021 20:01:35,14,20.0,47,7.4,76,1023.6,966.9,0.0,0.0,---,3.5,7.4,0.00,0.00,4.80,12.30,12.30
1369,27.03.2021 20:15:35,14,20.0,47,7.3,76,1023.8,967.1,0.0,0.0,---,3.4,7.3,0.00,0.00,4.80,12.30,12.30
1370,27.03.2021 20:29:35,14,20.0,47,7.2,77,1024.3,967.6,0.0,0.0,---,3.4,7.2,0.00,0.00,4.80,12.30,12.30
1371,27.03.2021 20:43:35,14,20.0,47,7.1,79,1024.4,967.7,0.0,0.0,---,3.7,7.1,0.00,0.00,4.80,12.30,12.30
1372,27.03.2021 20:57:35,14,20.0,47,7.1,80,1024.6,967.9,0.0,0.0,---,3.9,7.1,0.00,0.00,4.80,12.30,12.30
1373,27.03.2021 21:11:35,14,20.0,47,7.1,81,1024.6,967.9,0.0,0.0,---,4.1,7.1,0.00,0.00,4.80,12.30,12.30
1374,27.03.2021 21:25:35,14,20.1,48,7.0,82,1024.6,967.9,0.0,0.0,---,4.1,7.0,0.00,0.00,4.80,12.30,12.30
1375,27.03.2021 21:39:35,14,20.1,48,6.9,83,1024.8,968.1,0.0,0.0,---,4.2,6.9,0.00,0.00,4.80,12.30,12.30
1376,27.03.2021 21:53:35,14,20.1,48,6.7,83,1024.7,968.0,0.0,0.0,---,4.0,6.7,0.00,0.00,4.80,12.30,12.30
1377,27.03.2021 22:07:35,14,20.2,49,6.4,83,1025.0,968.3,0.0,0.0,---,3.7,6.4,0.00,0.00,4.80,12.30,12.30
1378,27.03.2021 22:21:35,14,20.2,49,6.2,83,1025.0,968.3,0.0,0.0,---,3.5,6.2,0.00,0.00,4.80,12.30,12.30
1379,27.03.2021 22:35:35,14,20.3,49,5.9,83,1025.3,968.6,0.0,0.0,---,3.2,5.9,0.00,0.00,4.80,12.30,12.30
1380,27.03.2021 22:49:35,14,20.3,49,5.6,83,1025.3,968.6,0.0,0.0,---,2.9,5.6,0.00,0.00,4.80,12.30,12.30
1381,27.03.2021 23:03:35,14,20.3,49,5.2,83,1025.5,968.8,0.0,0.0,---,2.6,5.2,0.00,0.00,4.80,12.30,12.30
1382,27.03.2021 23:17:35,14,20.4,49,4.7,83,1026.1,969.4,0.0,0.0,---,2.1,4.7,0.00,0.00,4.80,12.30,12.30
1383,27.03.2021 23:32:35,15,20.4,49,4.0,83,1026.2,969.5,0.0,0.0,---,1.4,4.0,0.00,0.00,4.80,12.30,12.30
1384,27.03.2021 23:46:35,14,20.5,49,3.6,84,1026.4,969.7,0.0,0.0,---,1.2,3.6,0.00,0.00,4.80,12.30,12.30
1385,28.03.2021 0:00:35,14,20.5,49,3.4,84,1026.8,970.1,0.0,0.0,---,1.0,3.4,0.00,0.00,0.00,12.30,12.30
1386,28.03.2021 0:14:35,14,20.5,48,3.3,85,1026.8,970.1,0.0,0.0,---,1.0,3.3,0.00,0.00,0.00,12.30,12.30
1387,28.03.2021 0:28:35,14,20.5,48,3.5,84,1026.9,970.2,0.0,0.0,---,1.1,3.5,0.00,0.00,0.00,12.30,12.30
1388,28.03.2021 0:42:35,14,20.6,48,3.4,84,1026.8,970.1,0.0,0.0,---,1.0,3.4,0.00,0.00,0.00,12.30,12.30
1389,28.03.2021 0:56:35,14,20.6,48,3.3,83,1026.9,970.2,0.0,0.0,---,0.7,3.3,0.00,0.00,0.00,12.30,12.30
1390,28.03.2021 1:10:35,14,20.6,48,3.0,83,1026.9,970.2,0.0,0.0,---,0.4,3.0,0.00,0.00,0.00,12.30,12.30
1391,28.03.2021 1:24:35,14,20.6,48,2.7,83,1026.9,970.2,0.0,0.0,---,0.1,2.7,0.00,0.00,0.00,12.30,12.30
1392,28.03.2021 1:38:35,14,20.6,48,2.2,83,1027.1,970.4,0.0,0.0,---,-0.4,2.2,0.00,0.00,0.00,12.30,12.30
1393,28.03.2021 1:52:35,14,20.6,48,1.7,83,1027.2,970.5,0.0,0.0,---,-0.9,1.7,0.00,0.00,0.00,12.30,12.30
1394,28.03.2021 2:06:35,14,20.6,47,1.4,83,1027.4,970.7,0.0,0.0,---,-1.2,1.4,0.00,0.00,0.00,12.30,12.30
1395,28.03.2021 2:20:35,14,20.6,47,1.0,83,1027.7,971.0,0.0,0.0,---,-1.6,1.0,0.00,0.00,0.00,12.30,12.30
1396,28.03.2021 2:34:35,14,20.6,47,0.7,83,1028.0,971.3,0.0,0.0,---,-1.9,0.7,0.00,0.00,0.00,12.30,12.30
1397,28.03.2021 2:48:35,14,20.6,46,0.8,84,1028.1,971.4,0.0,0.0,---,-1.6,0.8,0.00,0.00,0.00,12.30,12.30
1398,28.03.2021 3:02:35,14,20.5,46,1.1,85,1027.4,970.7,0.0,0.0,---,-1.1,1.1,0.00,0.00,0.00,12.30,12.30
1399,28.03.2021 3:16:35,14,20.5,46,1.1,85,1027.8,971.1,0.0,0.0,---,-1.1,1.1,0.00,0.00,0.00,12.30,12.30
1400,28.03.2021 3:30:35,14,20.5,46,1.0,85,1027.8,971.1,0.0,0.0,---,-1.2,1.0,0.00,0.00,0.00,12.30,12.30
1401,28.03.2021 3:44:35,14,20.5,46,0.7,85,1028.0,971.3,0.0,0.0,---,-1.5,0.7,0.00,0.00,0.00,12.30,12.30
1402,28.03.2021 3:58:35,14,20.5,46,0.5,85,1028.1,971.4,0.0,0.0,---,-1.7,0.5,0.00,0.00,0.00,12.30,12.30
1403,28.03.2021 4:12:35,14,20.5,45,0.5,86,1028.1,971.4,0.0,0.0,---,-1.6,0.5,0.00,0.00,0.00,12.30,12.30
1404,28.03.2021 4:26:35,14,20.4,45,0.5,86,1028.2,971.5,0.0,0.0,---,-1.6,0.5,0.00,0.00,0.00,12.30,12.30
1405,28.03.2021 4:40:35,14,20.4,45,0.6,87,1028.2,971.5,0.0,0.0,---,-1.3,0.6,0.00,0.00,0.00,12.30,12.30
1406,28.03.2021 4:54:35,14,20.4,45,0.7,87,1028.4,971.7,0.0,0.0,---,-1.2,0.7,0.00,0.00,0.00,12.30,12.30
1407,28.03.2021 5:08:35,14,20.4,45,1.0,88,1028.6,971.9,0.0,0.0,---,-0.8,1.0,0.00,0.00,0.00,12.30,12.30
1408,28.03.2021 5:22:35,14,20.4,45,1.0,88,1028.7,972.0,0.0,0.0,---,-0.8,1.0,0.00,0.00,0.00,12.30,12.30
1409,28.03.2021 5:36:35,14,20.3,45,1.4,89,1028.7,972.0,0.0,0.0,---,-0.2,1.4,0.00,0.00,0.00,12.30,12.30
1410,28.03.2021 5:50:35,14,20.3,45,1.5,89,1028.9,972.2,0.0,0.0,---,-0.1,1.5,0.00,0.00,0.00,12.30,12.30
1411,28.03.2021 6:04:35,14,20.3,44,1.8,89,1028.9,972.2,0.0,0.0,---,0.2,1.8,0.00,0.00,0.00,12.30,12.30
1412,28.03.2021 6:18:35,14,20.3,44,1.8,89,1029.0,972.3,0.0,0.0,---,0.2,1.8,0.00,0.00,0.00,12.30,12.30
1413,28.03.2021 6:32:35,14,20.2,44,1.3,88,1029.2,972.5,0.0,0.0,---,-0.5,1.3,0.00,0.00,0.00,12.30,12.30
1414,28.03.2021 6:46:35,14,20.3,44,0.7,87,1029.2,972.5,0.0,0.0,---,-1.2,0.7,0.00,0.00,0.00,12.30,12.30
1415,28.03.2021 7:00:35,14,20.3,44,0.4,87,1029.4,972.7,0.0,0.0,---,-1.5,0.4,0.00,0.00,0.00,12.30,12.30
1416,28.03.2021 7:14:35,14,20.2,44,0.4,87,1029.6,972.9,0.0,0.0,---,-1.5,0.4,0.00,0.00,0.00,12.30,12.30
1417,28.03.2021 7:28:35,14,20.2,44,0.6,88,1029.6,972.9,0.0,0.0,---,-1.2,0.6,0.00,0.00,0.00,12.30,12.30
1418,28.03.2021 7:42:35,14,20.3,44,0.8,88,1029.9,973.2,0.0,0.0,---,-1.0,0.8,0.00,0.00,0.00,12.30,12.30
1419,28.03.2021 7:56:35,14,20.6,44,1.3,88,1029.8,973.1,0.0,0.0,---,-0.5,1.3,0.00,0.00,0.00,12.30,12.30
1420,28.03.2021 8:10:35,14,20.7,43,1.8,89,1030.1,973.4,0.0,0.0,---,0.2,1.8,0.00,0.00,0.00,12.30,12.30
1421,28.03.2021 8:24:35,14,20.7,43,2.1,89,1030.2,973.5,0.0,0.0,---,0.5,2.1,0.00,0.00,0.00,12.30,12.30
1422,28.03.2021 8:38:35,14,20.6,43,3.1,89,1030.3,973.6,0.0,0.0,---,1.5,3.1,0.00,0.00,0.00,12.30,12.30
1423,28.03.2021 8:52:35,14,20.6,43,3.9,88,1030.4,973.7,0.0,0.0,---,2.1,3.9,0.00,0.00,0.00,12.30,12.30
1424,28.03.2021 9:06:35,14,20.6,43,4.5,85,1030.6,973.9,0.0,0.0,---,2.2,4.5,0.00,0.00,0.00,12.30,12.30
1425,28.03.2021 9:20:35,14,20.6,43,4.7,80,1030.5,973.8,0.0,0.0,---,1.6,4.7,0.00,0.00,0.00,12.30,12.30
1426,28.03.2021 9:34:35,14,20.6,43,5.4,74,1030.7,974.0,0.0,0.0,---,1.1,5.4,0.00,0.00,0.00,12.30,12.30
1427,28.03.2021 9:48:35,14,20.6,43,5.8,68,1030.6,973.9,0.0,0.0,---,0.4,5.8,0.00,0.00,0.00,12.30,12.30
1428,28.03.2021 10:02:35,14,20.6,43,6.5,64,1030.7,974.0,0.0,0.0,---,0.2,6.5,0.00,0.00,0.00,12.30,12.30
1429,28.03.2021 10:16:35,14,20.6,43,7.1,62,1030.9,974.2,0.0,0.0,---,0.3,7.1,0.00,0.00,0.00,12.30,12.30
1430,28.03.2021 10:30:35,14,20.6,44,7.2,59,1031.2,974.5,0.0,0.0,---,-0.3,7.2,0.00,0.00,0.00,12.30,12.30
1431,28.03.2021 10:44:35,14,20.6,44,7.7,54,1031.2,974.5,0.0,0.0,---,-1.0,7.7,0.00,0.00,0.00,12.30,12.30
1432,28.03.2021 10:58:35,14,20.7,44,8.2,53,1031.2,974.5,0.0,0.0,---,-0.8,8.2,0.00,0.00,0.00,12.30,12.30
1433,28.03.2021 11:12:35,14,20.9,45,8.7,47,1031.0,974.3,0.0,0.0,---,-2.0,8.7,0.00,0.00,0.00,12.30,12.30
1434,28.03.2021 11:26:35,14,20.9,45,9.1,44,1031.2,974.5,0.0,0.0,---,-2.5,9.1,0.00,0.00,0.00,12.30,12.30
1435,28.03.2021 11:40:35,14,20.9,45,9.2,43,1031.2,974.5,0.0,0.0,---,-2.7,9.2,0.00,0.00,0.00,12.30,12.30
1436,28.03.2021 11:54:35,14,20.9,45,9.7,42,1031.0,974.3,0.0,0.0,---,-2.6,9.7,0.00,0.00,0.00,12.30,12.30
1437,28.03.2021 12:08:35,14,20.9,45,9.9,38,1031.1,974.4,0.0,0.0,---,-3.7,9.9,0.00,0.00,0.00,12.30,12.30
1438,28.03.2021 12:22:35,14,20.9,45,10.2,37,1031.0,974.3,0.0,0.0,---,-3.8,10.2,0.00,0.00,0.00,12.30,12.30
1439,28.03.2021 12:36:35,14,20.9,45,10.7,35,1030.8,974.1,0.0,0.0,---,-4.1,10.7,0.00,0.00,0.00,12.30,12.30
1440,28.03.2021 12:50:35,14,20.9,45,10.8,31,1030.7,974.0,0.0,0.0,---,-5.6,10.8,0.00,0.00,0.00,12.30,12.30
1441,28.03.2021 13:04:35,14,20.9,46,10.8,28,1030.6,973.9,0.0,0.0,---,-7.0,10.8,0.00,0.00,0.00,12.30,12.30
1442,28.03.2021 13:18:35,14,20.9,45,11.0,31,1030.7,974.0,0.0,0.0,---,-5.5,11.0,0.00,0.00,0.00,12.30,12.30
1443,28.03.2021 13:32:35,14,20.9,45,10.6,32,1031.0,974.3,0.0,0.0,---,-5.4,10.6,0.00,0.00,0.00,12.30,12.30
1444,28.03.2021 13:46:35,14,20.8,43,10.3,32,1031.1,974.4,0.0,0.0,---,-5.7,10.3,0.00,0.00,0.00,12.30,12.30
1445,28.03.2021 14:00:35,14,20.7,42,10.7,32,1030.8,974.1,0.0,0.0,---,-5.3,10.7,0.00,0.00,0.00,12.30,12.30
1446,28.03.2021 14:14:35,14,20.6,41,11.5,35,1030.8,974.1,0.0,0.0,---,-3.4,11.5,0.00,0.00,0.00,12.30,12.30
1447,28.03.2021 14:28:35,14,20.5,40,11.0,32,1030.7,974.0,0.0,0.0,---,-5.1,11.0,0.00,0.00,0.00,12.30,12.30
1448,28.03.2021 14:42:35,14,20.4,39,10.6,31,1030.7,974.0,0.0,0.0,---,-5.8,10.6,0.00,0.00,0.00,12.30,12.30
1449,28.03.2021 14:56:35,14,20.4,39,11.1,29,1030.6,973.9,0.0,0.0,---,-6.3,11.1,0.00,0.00,0.00,12.30,12.30
1450,28.03.2021 15:10:35,14,20.4,39,11.4,30,1030.7,974.0,0.0,0.0,---,-5.6,11.4,0.00,0.00,0.00,12.30,12.30
1451,28.03.2021 15:24:35,14,20.3,39,11.7,27,1030.5,973.8,0.0,0.0,---,-6.7,11.7,0.00,0.00,0.00,12.30,12.30
1452,28.03.2021 15:38:35,14,20.3,38,11.6,28,1030.4,973.7,0.0,0.0,---,-6.3,11.6,0.00,0.00,0.00,12.30,12.30
1453,28.03.2021 15:52:35,14,20.2,38,11.2,29,1030.3,973.6,0.0,0.0,---,-6.2,11.2,0.00,0.00,0.00,12.30,12.30
1454,28.03.2021 16:06:35,14,20.2,37,10.8,30,1030.2,973.5,0.0,0.0,---,-6.1,10.8,0.00,0.00,0.00,12.30,12.30
1455,28.03.2021 16:20:35,14,20.2,38,10.8,31,1030.2,973.5,0.0,0.0,---,-5.6,10.8,0.00,0.00,0.00,12.30,12.30
1456,28.03.2021 16:34:35,14,20.2,39,10.6,34,1030.1,973.4,0.0,0.0,---,-4.6,10.6,0.00,0.00,0.00,12.30,12.30
1457,28.03.2021 16:48:35,14,20.2,39,10.5,31,1030.1,973.4,0.0,0.0,---,-5.9,10.5,0.00,0.00,0.00,12.30,12.30
1458,28.03.2021 17:02:35,14,20.2,39,10.2,33,1030.0,973.3,0.0,0.0,---,-5.4,10.2,0.00,0.00,0.00,12.30,12.30
1459,28.03.2021 17:16:35,14,20.2,39,10.4,32,1029.9,973.2,0.0,0.0,---,-5.6,10.4,0.00,0.00,0.00,12.30,12.30
1460,28.03.2021 17:30:35,14,20.2,40,10.1,33,1029.9,973.2,0.0,0.0,---,-5.4,10.1,0.00,0.00,0.00,12.30,12.30
1461,28.03.2021 17:44:35,14,20.2,40,10.5,33,1029.7,973.0,0.0,0.0,---,-5.1,10.5,0.00,0.00,0.00,12.30,12.30
1462,28.03.2021 17:58:35,14,20.2,41,10.1,32,1029.8,973.1,0.0,0.0,---,-5.8,10.1,0.00,0.00,0.00,12.30,12.30
1463,28.03.2021 18:12:35,14,20.2,41,10.1,35,1029.8,973.1,0.0,0.0,---,-4.7,10.1,0.00,0.00,0.00,12.30,12.30
1464,28.03.2021 18:26:35,14,20.2,41,10.1,34,1029.8,973.1,0.0,0.0,---,-5.0,10.1,0.00,0.00,0.00,12.30,12.30
1465,28.03.2021 18:40:35,14,20.2,41,9.7,34,1029.8,973.1,0.0,0.0,---,-5.4,9.7,0.00,0.00,0.00,12.30,12.30
1466,28.03.2021 18:54:35,14,20.3,42,9.4,35,1029.8,973.1,0.0,0.0,---,-5.3,9.4,0.00,0.00,0.00,12.30,12.30
1467,28.03.2021 19:08:35,14,20.3,42,9.0,35,1029.8,973.1,0.0,0.0,---,-5.6,9.0,0.00,0.00,0.00,12.30,12.30
1468,28.03.2021 19:22:35,14,20.3,43,8.7,36,1029.7,973.0,0.0,0.0,---,-5.5,8.7,0.00,0.00,0.00,12.30,12.30
1469,28.03.2021 19:36:35,14,20.4,44,7.6,42,1029.7,973.0,0.0,0.0,---,-4.5,7.6,0.00,0.00,0.00,12.30,12.30
1470,28.03.2021 19:50:35,14,20.4,44,7.3,44,1029.7,973.0,0.0,0.0,---,-4.1,7.3,0.00,0.00,0.00,12.30,12.30
1471,28.03.2021 20:04:35,14,20.5,45,6.7,45,1029.8,973.1,0.0,0.0,---,-4.4,6.7,0.00,0.00,0.00,12.30,12.30
1472,28.03.2021 20:18:35,14,20.6,46,6.1,46,1030.0,973.3,0.0,0.0,---,-4.6,6.1,0.00,0.00,0.00,12.30,12.30
1473,28.03.2021 20:32:35,14,20.7,46,5.3,48,1030.1,973.4,0.0,0.0,---,-4.8,5.3,0.00,0.00,0.00,12.30,12.30
1474,28.03.2021 20:46:35,14,20.8,46,4.7,51,1030.3,973.6,0.0,0.0,---,-4.6,4.7,0.00,0.00,0.00,12.30,12.30
1475,28.03.2021 21:00:35,14,20.9,46,4.2,52,1030.2,973.5,0.0,0.0,---,-4.8,4.2,0.00,0.00,0.00,12.30,12.30
1476,28.03.2021 21:14:35,14,21.0,46,3.8,54,1030.3,973.6,0.0,0.0,---,-4.7,3.8,0.00,0.00,0.00,12.30,12.30
1477,28.03.2021 21:28:35,14,21.0,46,3.3,55,1030.5,973.8,0.0,0.0,---,-4.9,3.3,0.00,0.00,0.00,12.30,12.30
1478,28.03.2021 21:42:35,14,21.0,46,2.9,57,1030.6,973.9,0.0,0.0,---,-4.8,2.9,0.00,0.00,0.00,12.30,12.30
1479,28.03.2021 21:56:35,14,21.1,46,2.6,58,1030.7,974.0,0.0,0.0,---,-4.8,2.6,0.00,0.00,0.00,12.30,12.30
1480,28.03.2021 22:10:35,14,21.1,46,2.3,59,1030.7,974.0,0.0,0.0,---,-4.9,2.3,0.00,0.00,0.00,12.30,12.30
1481,28.03.2021 22:24:35,14,21.2,46,2.1,59,1030.9,974.2,0.0,0.0,---,-5.1,2.1,0.00,0.00,0.00,12.30,12.30
1482,28.03.2021 22:38:35,14,21.3,46,1.6,61,1030.9,974.2,0.0,0.0,---,-5.1,1.6,0.00,0.00,0.00,12.30,12.30
1483,28.03.2021 22:52:35,14,21.3,45,1.4,62,1030.9,974.2,0.0,0.0,---,-5.1,1.4,0.00,0.00,0.00,12.30,12.30
1484,28.03.2021 23:06:35,14,21.4,45,1.2,63,1031.1,974.4,0.0,0.0,---,-5.1,1.2,0.00,0.00,0.00,12.30,12.30
1485,28.03.2021 23:20:35,14,21.4,45,1.1,63,1031.2,974.5,0.0,0.0,---,-5.2,1.1,0.00,0.00,0.00,12.30,12.30
1486,28.03.2021 23:34:35,14,21.4,45,0.9,65,1031.3,974.6,0.0,0.0,---,-4.9,0.9,0.00,0.00,0.00,12.30,12.30
1487,28.03.2021 23:48:35,14,21.4,44,0.7,66,1031.2,974.5,0.0,0.0,---,-4.9,0.7,0.00,0.00,0.00,12.30,12.30
1488,29.03.2021 0:02:35,14,21.5,44,0.6,67,1031.4,974.7,0.0,0.0,---,-4.8,0.6,0.00,0.00,0.00,12.30,12.30
1489,29.03.2021 0:16:35,14,21.5,44,0.4,67,1031.4,974.7,0.0,0.0,---,-5.0,0.4,0.00,0.00,0.00,12.30,12.30
1490,29.03.2021 0:30:35,14,21.5,44,0.2,68,1031.4,974.7,0.0,0.0,---,-5.0,0.2,0.00,0.00,0.00,12.30,12.30
1491,29.03.2021 0:44:35,14,21.5,44,0.1,68,1031.3,974.6,0.0,0.0,---,-5.1,0.1,0.00,0.00,0.00,12.30,12.30
1492,29.03.2021 0:58:35,14,21.4,43,0.0,69,1031.4,974.7,0.0,0.0,---,-5.0,0.0,0.00,0.00,0.00,12.30,12.30
1493,29.03.2021 1:12:35,14,21.4,43,-0.1,70,1031.2,974.5,0.0,0.0,---,-4.9,-0.1,0.00,0.00,0.00,12.30,12.30
1494,29.03.2021 1:26:35,14,21.4,43,-0.2,70,1031.4,974.7,0.0,0.0,---,-5.0,-0.2,0.00,0.00,0.00,12.30,12.30
1495,29.03.2021 1:40:35,14,21.4,43,-0.4,70,1031.5,974.8,0.0,0.0,---,-5.2,-0.4,0.00,0.00,0.00,12.30,12.30
1496,29.03.2021 1:54:35,14,21.4,43,-0.5,71,1031.4,974.7,0.0,0.0,---,-5.1,-0.5,0.00,0.00,0.00,12.30,12.30
1497,29.03.2021 2:08:35,14,21.4,43,-0.5,71,1031.5,974.8,0.0,0.0,---,-5.1,-0.5,0.00,0.00,0.00,12.30,12.30
1498,29.03.2021 2:22:35,14,21.4,43,-0.4,72,1031.5,974.8,0.0,0.0,---,-4.8,-0.4,0.00,0.00,0.00,12.30,12.30
1499,29.03.2021 2:36:35,14,21.4,42,-0.2,72,1031.5,974.8,0.0,0.0,---,-4.6,-0.2,0.00,0.00,0.00,12.30,12.30
1500,29.03.2021 2:50:35,14,21.3,42,-0.1,73,1031.6,974.9,0.0,0.0,---,-4.4,-0.1,0.00,0.00,0.00,12.30,12.30
1501,29.03.2021 3:04:35,14,21.3,42,0.0,73,1031.6,974.9,0.0,0.0,---,-4.3,0.0,0.00,0.00,0.00,12.30,12.30
1502,29.03.2021 3:18:35,14,21.3,42,0.1,73,1031.5,974.8,0.0,0.0,---,-4.2,0.1,0.00,0.00,0.00,12.30,12.30
1503,29.03.2021 3:32:35,14,21.3,42,0.1,74,1031.6,974.9,0.0,0.0,---,-4.0,0.1,0.00,0.00,0.00,12.30,12.30
1504,29.03.2021 3:46:35,14,21.3,42,0.3,74,1031.6,974.9,0.0,0.0,---,-3.8,0.3,0.00,0.00,0.00,12.30,12.30
1505,29.03.2021 4:00:35,14,21.2,42,0.3,74,1031.5,974.8,0.0,0.0,---,-3.8,0.3,0.00,0.00,0.00,12.30,12.30
1506,29.03.2021 4:14:35,14,21.2,42,0.2,74,1031.3,974.6,0.0,0.0,---,-3.9,0.2,0.00,0.00,0.00,12.30,12.30
1507,29.03.2021 4:28:35,14,21.2,42,0.2,74,1031.4,974.7,0.0,0.0,---,-3.9,0.2,0.00,0.00,0.00,12.30,12.30
1508,29.03.2021 4:42:35,14,21.2,42,0.3,74,1031.4,974.7,0.0,0.0,---,-3.8,0.3,0.00,0.00,0.00,12.30,12.30
1509,29.03.2021 4:56:35,14,21.2,42,0.4,75,1031.5,974.8,0.0,0.0,---,-3.5,0.4,0.00,0.00,0.00,12.30,12.30
1510,29.03.2021 5:10:35,14,21.1,41,0.5,75,1031.5,974.8,0.0,0.0,---,-3.4,0.5,0.00,0.00,0.00,12.30,12.30
1511,29.03.2021 5:24:35,14,21.1,41,0.6,75,1031.3,974.6,0.0,0.0,---,-3.3,0.6,0.00,0.00,0.00,12.30,12.30
1512,29.03.2021 5:38:35,14,21.1,41,0.7,75,1031.3,974.6,0.0,0.0,---,-3.2,0.7,0.00,0.00,0.00,12.30,12.30
1513,29.03.2021 5:52:35,14,21.1,41,0.8,75,1031.4,974.7,0.0,0.0,---,-3.1,0.8,0.00,0.00,0.00,12.30,12.30
1514,29.03.2021 6:06:35,14,21.1,41,0.9,75,1031.3,974.6,0.0,0.0,---,-3.0,0.9,0.00,0.00,0.00,12.30,12.30
1515,29.03.2021 6:20:35,14,21.0,41,0.9,76,1031.4,974.7,0.0,0.0,---,-2.9,0.9,0.00,0.00,0.00,12.30,12.30
1516,29.03.2021 6:34:35,14,21.0,41,1.0,76,1031.5,974.8,0.0,0.0,---,-2.8,1.0,0.00,0.00,0.00,12.30,12.30
1517,29.03.2021 6:48:35,14,21.0,41,1.1,76,1031.3,974.6,0.0,0.0,---,-2.7,1.1,0.00,0.00,0.00,12.30,12.30
1518,29.03.2021 7:02:35,14,21.0,41,1.2,76,1031.4,974.7,0.0,0.0,---,-2.6,1.2,0.00,0.00,0.00,12.30,12.30
